0xDE5902674ee6a5A5746593Ef1e41022C74aBaB91,26880000
0xeAAb093B622d2CdcF928D93aD3c062e4B20a58Ec,19200000
,0
0xe11724144DfDae6766BebB1f45092F4c218376e4,17098800
0x8722BA743ae7B397021A71F66bBe057705ADb641,4000000
0xF011da0FA5Cdcb263cC6bdefA520055d91816f7D,4326000
0x3aa52a11b2437f3a7ba9298853b19068e95e423f,2517120
0xD58Ca4bB8Ee92A6838f59b6277Bf11eD7BfCA0Ea,600000
0xf846BeeC879E4ee0508e8f66a9b8955bB44fE632,4500000
0x431d53b2e185b4B28B883Bf75D7c6031977dABDc,2160000
0x533D565ae485023a6b4dd6662b9cACdD13284855,1800000
0x78D0471483d0F380002506d7cA1403BeCF148c47,1680000
0xb0E0c0D99064744bb7CEac0582F46C2740129e05,2045400
0xBB0909C3346fc7807724D2E537E74a154ACdaB47,1440000
,0
0xa679030a4c4256cb05e0337eeb0ce6e3fe177993,1224000
,0
,0
0xDcffC74A40A7901324D73DAf976079930D91Bf85,225000
0xC9E89299679fc45256BF08E547bB0fd1Cc9F25C2,1105000
0x341B75a1EEe67721a0937dC11fddb2E4a166EB4f,792000
0x53aE579C4c3fe861c653C72E012bf2b45AEe95f6,390000
0x06a2665663f44ad00D40F6C8cF4332D2943F5587,720000
0x7725e0bc98e61c47dceb1906be968492e8cd9080,3600000
0x7d64034F5b359A2a5AbEE7A558f0Db34A36e54bC,600000
0x2DeaAA8Ad848e74535E30f2C9aaB574563D05A14,142800
,0
0x0088EA764106b0B7d9f0F07DA46D194b7eaA4ce7,95000
0x1d85429375d15C8ADF5C6c1845923C65901E6fb5,360000
0x73Aca8B8091CFCF019e6AFD6c1c29141e3f0F8cA,192000
,0
,0
0x2f5305c9a9419Be577fb71e353Fa395552D35151,120000
,0
0x7876D774f9B4DAb9306F8f405eA682EDa5543cd5,79200
0x19b429256C2BfEf848f2867c0bf792C777792BFe,72000
0x8802695D9f8B6aAe2B1c69E247FEC313C0eB243C,72000
0x11148b6FC4F016434D6f4574f0C799ff1D9D093e,2849600
0x76111676d01316099840A162cb45b8e28e39Cfce,4800000
0xAF38970dC2b450451a5cA54bb19a36268dF14B4C,1680000
0xebd5bf9B7927Faaa6064683222985e1Fba7B00ee,2400000
,0
0xeBD048e8973Bd6bcd6D18c0Ed2A2AdD9DDC2020D,7200000
0xccC2a5A7911E26bE3861A806F7426475DD23e9E8,2400000
,0
0xC3ebb18B870aB0fd3868A1959dAB924BA29809f1,911790
0xcCa0aBEb03F8406E1Fc4Bc39dFda0b594DB3d0d0,810000
0x98224a43e0D2A9FB1e5cfe3170fEd126e9E69F82,360000
0xB7cC112f614d1969BDEB457F9F1B66882dFBB8B4,360000
0x73051a64044FEa61A6100eB0b55C9087BE32ccA3,1107000
0x3B69A2e8A652a548A095051B3cB97a3815bCE7f6,1839600
0x7Df8Cd9A3de183F47AFf9E15ae8fB689732411d3,306000
0x8Fe49d795D4629887E1c6a3bE93b24ab81443ADF,1143000
0x52dC1C67146158E27a6A0294238Ba24FE182e3ee,642600
0x1894a5bc142ef208b6bc5023b5403e26007a3f5f,201600
0xe5a84798b83747b02269785217565a74012f8af8,180000
0x969FE8C08A7ab791EfD409A97A480157D1a51e71,40800
0xAe3e9142E4706615847bbB855FFe9901a5d69B29,1429200
,0
0x0af3d9c855b049e346dc2a01acd4fe4004e6bb5f,45000
0x47AB40329023DdFeF226034aEc9554905D06c9E0,270000
,0
,0
0x000D4a2f59fB161934F1a9C2311bbA6525e8788c,3600000
0x355A03b3852124269013E8bD9F89D39684449BC5,54000
,0
0x5626a4927fb42c1A4568aB3626Ae5FAa3532EE61,117000
0xAedf53cC194cf6Ba021f9D2C7D64766223BFB479,126000
0xd2dfb90c90a8a14d6c8e5f7852c540c005e94ae9,22500
,0
0xb334F5E890C0a4211777A876562E33c915230C9a,45000
0x73b09A8C80F0Aa1a1ce1832A54469164556e6E71,13095000
0x004beD8dB74eeEd92c4a6F3D1841DCe9f462a4A1,376200
0x2d95b5Abe689fC771439d7e066FE2741bD7b48De,36000
0xeb9CC9Fe0869D2Dab52Cc7AAE8Fd57Adb35F9Feb,626400
0xdfae032cb4eef04a4b041a3a4e359b2c4663958d,450000
,0
0x8dB67f166D1456daA90F73CE18889E47E9455C32,59400
,0
0xf0228b3a24168bba1fad693b6025c1d059101acc,180000
0x9AD675e7a169664E1BcB9B47DA6351Cd9e5b4BFa,270000
0xEA73476AcAF7B69905A6d20C92f28D2F51C693c8,180000
0x76d57BC555D329718C6166A1f9787F10060a7b30,90000
,0
0x988D82A011Ed24eA01385CC15740FB11E6D63b8A,180000
0xF1B2ddfd10a35E3C4b490Bdb92c26D105211EEb9,180000
0x0fC4C0aE66BD29514b807B0440ee3B45A2fdeC52,226476
,0
0xAEa97467bfce22c89bbaF7D22a45955819022F45,1800000
0xa0A5F6f1098287976FFc601E4570CfFd53C618Fa,646000
,0
0x571Dc8F5064a4F40013D8AD01998EAa9291683C5,3600000
0x11e1efcb59f1c2a96fd327126fd04fa98e6a3019,270000
0x176B1404C312A567Dc33b7500f6fA058b296bA1f,3330000
0xd84140007BD23e108fAA42aBB34b8988Ae450D18,360000
0x12E1ccDe5E665e78e13047124AB23Fc80EFEC420,234000
0x0da6fe1e9e1521bacd1c458932e778ed2b08d1e2,180000
0xC6b7D0789D9dc186735d83024C635B0e9a8548b8,26820000
0xbc0840e9ad6b5e35a89f11475b9e3e98a95bffe4,540000
0xe473100826296286Dc8ff358ee2d6681537Bc3ba,225000
0x0C498Ba71b8E620E998B7cD020a86C1e3c6E3e32,59400
0x1AD754EFF2212c20519d01a5A134f665f9c1ef72,270000
0xd863693aA8601F87Bce7FC0e64647AEbAE9829D8,63000
,0
0x617bf2cB8E28B8E0669a786E1B1eBca6d249850D,96750
,0
0xEc76a75b019822c28594A54597B2Cc7BdD9CB660,2400000
,
0x126910b84d1d270c1cf76aa1d3d9f3ab3932c7cd,5000000
0x9a9e6588AF6d1bC42572B0E3c3D2F827dabA64Ac,115200
0x6d9ECe11860fDc4Ac3815eCF4077eae9973A7f2b,420000
0x39fA305AA944E8bf3c8680111D19934968d9C88C,36000
0xe96755183f2E08989bEb7A2CC04d9C599ce4134D,21600000
0xda424ec9e69ba208306abc31f632113effb19ec5,104000
,
0xbAB021BDE2153e23c508C14A4f0c738771F986C6,15000000
0x7D843266918804836073bF44ad6193E677961D3B,4000000
0x2b90bbfeC6d4069236346f7604aBE0bF20B3bf9D,4000000
